0.0012	0.0011	0.0022	0.0041	0.0073	0.0123	0.0196	0.0293	0.0411	0.0543	0.0678	0.0804	0.0903	0.0949	0.0947	0.0894	0.0790	0.0662	0.0527	0.0396	0.0280	0.0186	0.0116	0.0068	0.0038	0.0020	0.0011	0.0005	0.0003	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.32E-09
0.0000	0.0012	0.0012	0.0024	0.0045	0.0080	0.0137	0.0219	0.0327	0.0457	0.0599	0.0741	0.0868	0.0957	0.0980	0.0961	0.0876	0.0750	0.0609	0.0466	0.0335	0.0225	0.0141	0.0083	0.0046	0.0025	0.0013	0.0006	0.0003	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.87E-09
0.0000	0.0000	0.0012	0.0013	0.0025	0.0049	0.0089	0.0153	0.0246	0.0366	0.0509	0.0662	0.0810	0.0935	0.1005	0.1010	0.0959	0.0844	0.0700	0.0547	0.0400	0.0273	0.0173	0.0103	0.0057	0.0030	0.0015	0.0007	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.49E-09
0.0000	0.0000	0.0000	0.0012	0.0014	0.0028	0.0054	0.0099	0.0172	0.0277	0.0411	0.0568	0.0731	0.0884	0.1001	0.1045	0.1032	0.0941	0.0800	0.0639	0.0477	0.0332	0.0214	0.0127	0.0071	0.0037	0.0018	0.0009	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.18E-09
0.0000	0.0000	0.0000	0.0000	0.0012	0.0014	0.0030	0.0059	0.0112	0.0194	0.0313	0.0463	0.0634	0.0807	0.0962	0.1064	0.1081	0.1035	0.0907	0.0743	0.0568	0.0403	0.0264	0.0159	0.0089	0.0046	0.0023	0.0011	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.16E-10
0.0000	0.0000	0.0000	0.0000	0.0000	0.0012	0.0015	0.0033	0.0066	0.0126	0.0221	0.0355	0.0523	0.0708	0.0891	0.1043	0.1116	0.1111	0.1017	0.0857	0.0672	0.0488	0.0326	0.0199	0.0112	0.0058	0.0028	0.0013	0.0006	0.0003	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.03E-10
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0013	0.0016	0.0036	0.0074	0.0143	0.0252	0.0404	0.0591	0.0792	0.0982	0.1122	0.1162	0.1121	0.0980	0.0791	0.0589	0.0403	0.0251	0.0142	0.0074	0.0036	0.0016	0.0007	0.0003	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.32E-10
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0013	0.0018	0.0039	0.0083	0.0163	0.0289	0.0462	0.0670	0.0886	0.1078	0.1194	0.1200	0.1106	0.0923	0.0708	0.0497	0.0316	0.0181	0.0094	0.0045	0.0020	0.0009	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.95E-10
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0013	0.0019	0.0044	0.0095	0.0187	0.0333	0.0530	0.0760	0.0990	0.1178	0.1253	0.1222	0.1066	0.0845	0.0611	0.0399	0.0233	0.0122	0.0058	0.0026	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.89E-10
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0013	0.0020	0.0049	0.0108	0.0216	0.0385	0.0610	0.0863	0.1104	0.1273	0.1304	0.1211	0.1000	0.0747	0.0503	0.0301	0.0160	0.0076	0.0033	0.0014	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.07E-10
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0014	0.0022	0.0055	0.0124	0.0252	0.0449	0.0704	0.0981	0.1226	0.1355	0.1339	0.1167	0.0907	0.0632	0.0390	0.0211	0.0101	0.0043	0.0017	0.0007	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.45E-10
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0014	0.0024	0.0062	0.0144	0.0296	0.0526	0.0815	0.1113	0.1351	0.1425	0.1336	0.1090	0.0790	0.0505	0.0280	0.0135	0.0058	0.0022	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.91E-11
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0014	0.0027	0.0071	0.0169	0.0350	0.0619	0.0945	0.1261	0.1467	0.1476	0.1290	0.0979	0.0651	0.0374	0.0184	0.0078	0.0030	0.0011	0.0004	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.61E-11
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0015	0.0030	0.0082	0.0200	0.0417	0.0733	0.1096	0.1420	0.1565	0.1488	0.1198	0.0836	0.0500	0.0252	0.0108	0.0040	0.0014	0.0004	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.27E-11
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0015	0.0033	0.0096	0.0240	0.0502	0.0870	0.1271	0.1581	0.1640	0.1440	0.1062	0.0667	0.0349	0.0151	0.0056	0.0018	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.67E-11
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0016	0.0038	0.0114	0.0291	0.0609	0.1037	0.1469	0.1723	0.1673	0.1331	0.0885	0.0485	0.0216	0.0079	0.0025	0.0007	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.61E-11
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0016	0.0043	0.0136	0.0357	0.0745	0.1239	0.1685	0.1840	0.1628	0.1161	0.0675	0.0312	0.0115	0.0035	0.0010	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.32E-12
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0017	0.0050	0.0166	0.0445	0.0918	0.1480	0.1897	0.1903	0.1496	0.0934	0.0456	0.0171	0.0051	0.0013	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.14E-12
